panel,varcode,measure_category,general_domain,domain_name,scale_type,scale_length,time_frame,behav_type,behav_paid,var_consider,var_include
GCOE_USA,CHOICE_INCOME_GCOE_B60INC,beh,dom,occ,ord,2,NA,lot,hyp,0,0
GCOE_USA,CHOICE_INS_USA_A1,beh,dom,ins,ord,2,NA,lot,hyp,0,0
GCOE_USA,CHOICE_INS_USA_A2,beh,dom,ins,ord,2,NA,lot,hyp,0,0
GCOE_USA,CHOICE_INS_USA_A3,beh,dom,ins,ord,2,NA,lot,hyp,0,0
GCOE_USA,CHOICE_INS_USA_A4,beh,dom,ins,ord,2,NA,lot,hyp,0,0
GCOE_USA,CHOICE_INS_USA_A5,beh,dom,ins,ord,2,NA,lot,hyp,0,0
GCOE_USA,CHOICE_INS_USA_A6,beh,dom,ins,ord,2,NA,lot,hyp,0,0
GCOE_USA,CHOICE_INS_USA_A7,beh,dom,ins,ord,2,NA,lot,hyp,0,0
GCOE_USA,CHOICE_INS_USA_A8,beh,dom,ins,ord,2,NA,lot,hyp,0,0
GCOE_USA,CHOICE_INS_USA_A9,beh,dom,ins,ord,2,NA,lot,hyp,0,0
GCOE_USA,CHOICE_LOTTERY_USA_A1,beh,dom,gam,ord,2,NA,lot,hyp,0,0
GCOE_USA,CHOICE_LOTTERY_USA_A2,beh,dom,gam,ord,2,NA,lot,hyp,0,0
GCOE_USA,CHOICE_LOTTERY_USA_A3,beh,dom,gam,ord,2,NA,lot,hyp,0,0
GCOE_USA,CHOICE_LOTTERY_USA_A4,beh,dom,gam,ord,2,NA,lot,hyp,0,0
GCOE_USA,CHOICE_LOTTERY_USA_A5,beh,dom,gam,ord,2,NA,lot,hyp,0,0
GCOE_USA,CHOICE_LOTTERY_USA_A6,beh,dom,gam,ord,2,NA,lot,hyp,0,0
GCOE_USA,CHOICE_LOTTERY_USA_A7,beh,dom,gam,ord,2,NA,lot,hyp,0,0
GCOE_USA,CHOICE_LOTTERY_USA_A8,beh,dom,gam,ord,2,NA,lot,hyp,0,0
GCOE_USA,CHOICE_MIX_LOTTERY_USA,beh,dom,gam,ord,2,NA,NA,NA,0,0
GCOE_USA,CHOICE_SELL_LOTTERY_20_USA,beh,dom,gam,ord,2,NA,NA,NA,0,0
GCOE_USA,LOSS_MIX_LOTTERY_HIGH_USA,beh,dom,gam,ord,6,NA,wtp_wta,hyp,0,0
GCOE_USA,LOSS_MIX_LOTTERY_LOW_USA,beh,dom,gam,ord,6,NA,wtp_wta,hyp,0,0
GCOE_USA,RISK_GEN_ORD11B,pro,gen,gen,ord,11,NA,NA,NA,1,1
GCOE_USA,WTA_LOTTERY_20_HIGH_USA,beh,dom,gam,ord,6,NA,wtp_wta,hyp,0,0
GCOE_USA,WTA_LOTTERY_20_LOW_USA,beh,dom,gam,ord,6,NA,wtp_wta,hyp,0,0
GCOE_USA,WTP_INS_1K_HIGH_USA,beh,dom,ins,ord,6,NA,wtp_wta,hyp,0,0
GCOE_USA,WTP_INS_1K_LOW_USA,beh,dom,ins,ord,6,NA,wtp_wta,hyp,0,0
GCOE_USA,WTP_INS_20_HIGH_USA,beh,dom,ins,ord,6,NA,wtp_wta,hyp,0,0
GCOE_USA,WTP_INS_20_LOW_USA,beh,dom,ins,ord,6,NA,wtp_wta,hyp,0,0
GCOE_USA,WTP_LOTTERY_1K_HIGH_USA,beh,dom,gam,ord,6,NA,wtp_wta,hyp,0,0
GCOE_USA,WTP_LOTTERY_1K_LOW_USA,beh,dom,gam,ord,6,NA,wtp_wta,hyp,0,0
GCOE_USA,WTP_LOTTERY_20_HIGH_USA,beh,dom,gam,ord,2,NA,NA,NA,0,0
GCOE_USA,WTP_LOTTERY_20_HIGH_USA,beh,dom,gam,ord,6,NA,wtp_wta,hyp,0,0
GCOE_USA,WTP_LOTTERY_20_LOW_USA,beh,dom,gam,ord,6,NA,wtp_wta,hyp,0,0
GCOE_USA,INCOME_CUT_GCOE_A_RISK,beh,dom,occ,ord,4,NA,lot,NA,1,1
GCOE_USA,INCOME_INC_GCOE_A_RISK,beh,dom,occ,ord,4,NA,lot,NA,1,1
GCOE_USA,INCOME_INC_GCOE_B_RISK,beh,dom,occ,ord,4,NA,lot,NA,1,1
GCOE_USA,LOTTERY_USA_A_RISK,beh,dom,gam,com,NA,NA,lot,NA,1,1
GCOE_USA,INS_USA_A_RISK,beh,dom,ins,com,NA,NA,lot,NA,1,1
GCOE_USA,INCOME_LIST_A_RISK,beh,dom,occ,com,NA,NA,mpl,NA,1,1
GCOE_USA,INCOME_LIST_B_RISK,beh,dom,occ,com,NA,NA,mpl,NA,1,1
GCOE_USA,INCOME_LIST_C_RISK,beh,dom,occ,com,NA,NA,mpl,NA,1,1
GCOE_USA,WTP_LOTTERY_20_USA,beh,dom,gam,ord,12,NA,wtp_wta,NA,1,1
GCOE_USA,WTP_LOTTERY_1K_USA,beh,dom,gam,ord,12,NA,wtp_wta,NA,1,1
GCOE_USA,WTA_LOTTERY_20_USA,beh,dom,gam,ord,12,NA,wtp_wta,NA,1,1
GCOE_USA,WTP_INS_1K_USA,beh,dom,ins,ord,12,NA,wtp_wta,NA,1,1
GCOE_USA,LOSS_MIX_LOTTERY_USA,beh,dom,gam,ord,12,NA,wtp_wta,NA,1,1
GCOE_USA,WTP_INS_20_USA,beh,dom,ins,ord,12,NA,wtp_wta,NA,1,1
