x,measure_category,m,x_lbl,categ_lbl,age_bin,min_n,corr_metric,data_transform,n_obs
item_num,Omnibus,0.0016224745471887729,Num. of Items,Measure,20,250,spearman,log,28955
measure_category,Omnibus,0.016205670209527963,Category,Measure,20,250,spearman,log,28955
panel,Omnibus,0.20635977014355994,Panel,Panel,20,250,spearman,log,28955
sample_size,Omnibus,0.0032326385362650414,n,Respondent,20,250,spearman,log,28955
scale_type,Omnibus,0.010058850835133954,Scale Type,Measure,20,250,spearman,log,28955
time_diff_mean,Omnibus,0.060110657736449365,Retest Interval,Measure,20,250,spearman,log,28955
age_group,Omnibus,0.0756801867480376,Age,Respondent,20,250,pearson,log,28955
domain_name,Omnibus,0.18943151526661553,Domain,Measure,20,250,pearson,log,28955
gender_group,Omnibus,0.0019900320036581026,Gender,Respondent,20,250,pearson,log,28955
item_num,Omnibus,0.001844741882148616,Num. of Items,Measure,20,250,pearson,log,28955
measure_category,Omnibus,0.023601064619371465,Category,Measure,20,250,pearson,log,28955
panel,Omnibus,0.21958008316247707,Panel,Panel,20,250,pearson,log,28955
sample_size,Omnibus,0.0037492896721732847,n,Respondent,20,250,pearson,log,28955
scale_type,Omnibus,0.006289803461649056,Scale Type,Measure,20,250,pearson,log,28955
time_diff_mean,Omnibus,0.06617089719069309,Retest Interval,Measure,20,250,pearson,log,28955
age_group,Omnibus,0.07458252537913311,Age,Respondent,20,250,icc2_1,log,28955
domain_name,Omnibus,0.18469432634232266,Domain,Measure,20,250,icc2_1,log,28955
gender_group,Omnibus,0.0020276081081900296,Gender,Respondent,20,250,icc2_1,log,28955
item_num,Omnibus,0.0017318314905107695,Num. of Items,Measure,20,250,icc2_1,log,28955
measure_category,Omnibus,0.02244125126372268,Category,Measure,20,250,icc2_1,log,28955
panel,Omnibus,0.22017606904885312,Panel,Panel,20,250,icc2_1,log,28955
sample_size,Omnibus,0.0041039180202251,n,Respondent,20,250,icc2_1,log,28955
scale_type,Omnibus,0.005855664096341667,Scale Type,Measure,20,250,icc2_1,log,28955
time_diff_mean,Omnibus,0.07129123616360598,Retest Interval,Measure,20,250,icc2_1,log,28955
age_group,Omnibus,0.05565866900503082,Age,Respondent,20,100,spearman,none,38205
domain_name,Omnibus,0.16398593131805542,Domain,Measure,20,100,spearman,none,38205
gender_group,Omnibus,0.0054526020008811215,Gender,Respondent,20,100,spearman,none,38205
item_num,Omnibus,0.002128661165514915,Num. of Items,Measure,20,100,spearman,none,38205
measure_category,Omnibus,0.02436417265662263,Category,Measure,20,100,spearman,none,38205
panel,Omnibus,0.2036663839644101,Panel,Panel,20,100,spearman,none,38205
sample_size,Omnibus,0.0038026788120035853,n,Respondent,20,100,spearman,none,38205
scale_type,Omnibus,0.010931089403182008,Scale Type,Measure,20,100,spearman,none,38205
time_diff_mean,Omnibus,0.06441730955370549,Retest Interval,Measure,20,100,spearman,none,38205
age_group,Omnibus,0.05193285370877682,Age,Respondent,20,100,pearson,none,38205
domain_name,Omnibus,0.15917272559021353,Domain,Measure,20,100,pearson,none,38205
gender_group,Omnibus,0.002681654632221879,Gender,Respondent,20,100,pearson,none,38205
item_num,Omnibus,0.002216165920394714,Num. of Items,Measure,20,100,pearson,none,38205
measure_category,Omnibus,0.0325898655809334,Category,Measure,20,100,pearson,none,38205
panel,Omnibus,0.21580411402624325,Panel,Panel,20,100,pearson,none,38205
sample_size,Omnibus,0.0047545781158137325,n,Respondent,20,100,pearson,none,38205
scale_type,Omnibus,0.0062431561903676476,Scale Type,Measure,20,100,pearson,none,38205
time_diff_mean,Omnibus,0.07564388058032133,Retest Interval,Measure,20,100,pearson,none,38205
age_group,Omnibus,0.04729699157832337,Age,Respondent,20,100,icc2_1,none,38205
domain_name,Omnibus,0.1461095461798889,Domain,Measure,20,100,icc2_1,none,38205
gender_group,Omnibus,0.0015982712105300934,Gender,Respondent,20,100,icc2_1,none,38205
item_num,Omnibus,0.0018007742925321385,Num. of Items,Measure,20,100,icc2_1,none,38205
measure_category,Omnibus,0.027995111260457322,Category,Measure,20,100,icc2_1,none,38205
panel,Omnibus,0.21942855391314667,Panel,Panel,20,100,icc2_1,none,38205
sample_size,Omnibus,0.004175318329945027,n,Respondent,20,100,icc2_1,none,38205
scale_type,Omnibus,0.005681834484366187,Scale Type,Measure,20,100,icc2_1,none,38205
time_diff_mean,Omnibus,0.08155616311249315,Retest Interval,Measure,20,100,icc2_1,none,38205
age_group,Omnibus,0.05565866900503082,Age,Respondent,20,100,spearman,log,38205
domain_name,Omnibus,0.16398593131805542,Domain,Measure,20,100,spearman,log,38205
gender_group,Omnibus,0.0054526020008811215,Gender,Respondent,20,100,spearman,log,38205
item_num,Omnibus,0.002128661165514915,Num. of Items,Measure,20,100,spearman,log,38205
measure_category,Omnibus,0.02436417265662263,Category,Measure,20,100,spearman,log,38205
panel,Omnibus,0.2036663839644101,Panel,Panel,20,100,spearman,log,38205
sample_size,Omnibus,0.0038026788120035853,n,Respondent,20,100,spearman,log,38205
scale_type,Omnibus,0.010931089403182008,Scale Type,Measure,20,100,spearman,log,38205
time_diff_mean,Omnibus,0.06441730955370549,Retest Interval,Measure,20,100,spearman,log,38205
age_group,Omnibus,0.0530160786291072,Age,Respondent,20,100,pearson,log,38205
domain_name,Omnibus,0.16361433831914687,Domain,Measure,20,100,pearson,log,38205
gender_group,Omnibus,0.0027083721687783785,Gender,Respondent,20,100,pearson,log,38205
item_num,Omnibus,0.002362883900702006,Num. of Items,Measure,20,100,pearson,log,38205
measure_category,Omnibus,0.03403584736240372,Category,Measure,20,100,pearson,log,38205
panel,Omnibus,0.21537335367491037,Panel,Panel,20,100,pearson,log,38205
sample_size,Omnibus,0.004252478010109675,n,Respondent,20,100,pearson,log,38205
scale_type,Omnibus,0.0068332837372477384,Scale Type,Measure,20,100,pearson,log,38205
time_diff_mean,Omnibus,0.06964655640114852,Retest Interval,Measure,20,100,pearson,log,38205
age_group,Omnibus,0.05193285370877682,Age,Respondent,20,100,icc2_1,log,38205
domain_name,Omnibus,0.15917272559021353,Domain,Measure,20,100,icc2_1,log,38205
gender_group,Omnibus,0.002681654632221879,Gender,Respondent,20,100,icc2_1,log,38205
item_num,Omnibus,0.002216165920394714,Num. of Items,Measure,20,100,icc2_1,log,38205
measure_category,Omnibus,0.0325898655809334,Category,Measure,20,100,icc2_1,log,38205
panel,Omnibus,0.21580411402624325,Panel,Panel,20,100,icc2_1,log,38205
sample_size,Omnibus,0.0047545781158137325,n,Respondent,20,100,icc2_1,log,38205
scale_type,Omnibus,0.0062431561903676476,Scale Type,Measure,20,100,icc2_1,log,38205
time_diff_mean,Omnibus,0.07564388058032133,Retest Interval,Measure,20,100,icc2_1,log,38205
age_group,Omnibus,0.044677934980546244,Age,Respondent,20,30,spearman,none,45890
domain_name,Omnibus,0.1582452712230362,Domain,Measure,20,30,spearman,none,45890
gender_group,Omnibus,0.00601815473591122,Gender,Respondent,20,30,spearman,none,45890
item_num,Omnibus,8.338150829751349e-4,Num. of Items,Measure,20,30,spearman,none,45890
measure_category,Omnibus,0.03361108144534902,Category,Measure,20,30,spearman,none,45890
panel,Omnibus,0.19246385058998747,Panel,Panel,20,30,spearman,none,45890
sample_size,Omnibus,0.006349700170137442,n,Respondent,20,30,spearman,none,45890
scale_type,Omnibus,0.012439459208855055,Scale Type,Measure,20,30,spearman,none,45890
time_diff_mean,Omnibus,0.07219237318021635,Retest Interval,Measure,20,30,spearman,none,45890
age_group,Omnibus,0.041379565818048775,Age,Respondent,20,30,pearson,none,45890
domain_name,Omnibus,0.15648912819834776,Domain,Measure,20,30,pearson,none,45890
gender_group,Omnibus,0.0033826933604107494,Gender,Respondent,20,30,pearson,none,45890
item_num,Omnibus,8.576429282008519e-4,Num. of Items,Measure,20,30,pearson,none,45890
measure_category,Omnibus,0.04298565450604447,Category,Measure,20,30,pearson,none,45890
panel,Omnibus,0.20564035400034061,Panel,Panel,20,30,pearson,none,45890
sample_size,Omnibus,0.007810145078555548,n,Respondent,20,30,pearson,none,45890
scale_type,Omnibus,0.007757078504160064,Scale Type,Measure,20,30,pearson,none,45890
time_diff_mean,Omnibus,0.08295156543431095,Retest Interval,Measure,20,30,pearson,none,45890
age_group,Omnibus,0.03748124944569654,Age,Respondent,20,30,icc2_1,none,45890
domain_name,Omnibus,0.14439515235593933,Domain,Measure,20,30,icc2_1,none,45890
gender_group,Omnibus,0.0026126981479245547,Gender,Respondent,20,30,icc2_1,none,45890
item_num,Omnibus,6.529340556185006e-4,Num. of Items,Measure,20,30,icc2_1,none,45890
measure_category,Omnibus,0.038071514431027687,Category,Measure,20,30,icc2_1,none,45890
panel,Omnibus,0.2103591018140363,Panel,Panel,20,30,icc2_1,none,45890
sample_size,Omnibus,0.00645253148414675,n,Respondent,20,30,icc2_1,none,45890
scale_type,Omnibus,0.0048745109799079285,Scale Type,Measure,20,30,icc2_1,none,45890
time_diff_mean,Omnibus,0.08673890918754,Retest Interval,Measure,20,30,icc2_1,none,45890
age_group,Omnibus,0.044677934980546244,Age,Respondent,20,30,spearman,log,45890
domain_name,Omnibus,0.1582452712230362,Domain,Measure,20,30,spearman,log,45890
gender_group,Omnibus,0.00601815473591122,Gender,Respondent,20,30,spearman,log,45890
item_num,Omnibus,8.338150829751349e-4,Num. of Items,Measure,20,30,spearman,log,45890
measure_category,Omnibus,0.03361108144534902,Category,Measure,20,30,spearman,log,45890
panel,Omnibus,0.19246385058998747,Panel,Panel,20,30,spearman,log,45890
sample_size,Omnibus,0.006349700170137442,n,Respondent,20,30,spearman,log,45890
scale_type,Omnibus,0.012439459208855055,Scale Type,Measure,20,30,spearman,log,45890
time_diff_mean,Omnibus,0.07219237318021635,Retest Interval,Measure,20,30,spearman,log,45890
age_group,Omnibus,0.04218502520551669,Age,Respondent,20,30,pearson,log,45890
domain_name,Omnibus,0.16021331408351977,Domain,Measure,20,30,pearson,log,45890
gender_group,Omnibus,0.003349777733079096,Gender,Respondent,20,30,pearson,log,45890
item_num,Omnibus,8.689989403979823e-4,Num. of Items,Measure,20,30,pearson,log,45890
measure_category,Omnibus,0.04445123642169644,Category,Measure,20,30,pearson,log,45890
panel,Omnibus,0.20446806740997628,Panel,Panel,20,30,pearson,log,45890
sample_size,Omnibus,0.007120431810624733,n,Respondent,20,30,pearson,log,45890
scale_type,Omnibus,0.008446824263845206,Scale Type,Measure,20,30,pearson,log,45890
time_diff_mean,Omnibus,0.07616771818894852,Retest Interval,Measure,20,30,pearson,log,45890
age_group,Omnibus,0.041379565818048775,Age,Respondent,20,30,icc2_1,log,45890
domain_name,Omnibus,0.15648912819834776,Domain,Measure,20,30,icc2_1,log,45890
gender_group,Omnibus,0.0033826933604107494,Gender,Respondent,20,30,icc2_1,log,45890
item_num,Omnibus,8.576429282008519e-4,Num. of Items,Measure,20,30,icc2_1,log,45890
measure_category,Omnibus,0.04298565450604447,Category,Measure,20,30,icc2_1,log,45890
panel,Omnibus,0.20564035400034061,Panel,Panel,20,30,icc2_1,log,45890
sample_size,Omnibus,0.007810145078555548,n,Respondent,20,30,icc2_1,log,45890
scale_type,Omnibus,0.007757078504160064,Scale Type,Measure,20,30,icc2_1,log,45890
time_diff_mean,Omnibus,0.08295156543431095,Retest Interval,Measure,20,30,icc2_1,log,45890
age_group,Omnibus,0.09925485437219497,Age,Respondent,10,250,spearman,none,41338
domain_name,Omnibus,0.18838319809032292,Domain,Measure,10,250,spearman,none,41338
gender_group,Omnibus,0.0029836662084819373,Gender,Respondent,10,250,spearman,none,41338
item_num,Omnibus,0.0015485381741291646,Num. of Items,Measure,10,250,spearman,none,41338
measure_category,Omnibus,0.015406973267728361,Category,Measure,10,250,spearman,none,41338
panel,Omnibus,0.184528977391832,Panel,Panel,10,250,spearman,none,41338
sample_size,Omnibus,0.006599451922026151,n,Respondent,10,250,spearman,none,41338
scale_type,Omnibus,0.007707475422253842,Scale Type,Measure,10,250,spearman,none,41338
time_diff_mean,Omnibus,0.05481871113263179,Retest Interval,Measure,10,250,spearman,none,41338
age_group,Omnibus,0.09986338590384246,Age,Respondent,10,250,pearson,none,41338
domain_name,Omnibus,0.17445324794611208,Domain,Measure,10,250,pearson,none,41338
gender_group,Omnibus,9.622945520871425e-4,Gender,Respondent,10,250,pearson,none,41338
item_num,Omnibus,0.0016463328024392946,Num. of Items,Measure,10,250,pearson,none,41338
measure_category,Omnibus,0.021084121962000577,Category,Measure,10,250,pearson,none,41338
panel,Omnibus,0.19747331474140925,Panel,Panel,10,250,pearson,none,41338
sample_size,Omnibus,0.008102252048448921,n,Respondent,10,250,pearson,none,41338
scale_type,Omnibus,0.004648600394408364,Scale Type,Measure,10,250,pearson,none,41338
time_diff_mean,Omnibus,0.06674438331492993,Retest Interval,Measure,10,250,pearson,none,41338
age_group,Omnibus,0.09077305704847953,Age,Respondent,10,250,icc2_1,none,41338
domain_name,Omnibus,0.15553758813029192,Domain,Measure,10,250,icc2_1,none,41338
gender_group,Omnibus,3.226812911712416e-4,Gender,Respondent,10,250,icc2_1,none,41338
item_num,Omnibus,0.0014299148529686237,Num. of Items,Measure,10,250,icc2_1,none,41338
measure_category,Omnibus,0.015458842156784466,Category,Measure,10,250,icc2_1,none,41338
panel,Omnibus,0.20238279821851257,Panel,Panel,10,250,icc2_1,none,41338
sample_size,Omnibus,0.010921279239631983,n,Respondent,10,250,icc2_1,none,41338
scale_type,Omnibus,0.00833695216181553,Scale Type,Measure,10,250,icc2_1,none,41338
time_diff_mean,Omnibus,0.07642028867187634,Retest Interval,Measure,10,250,icc2_1,none,41338
age_group,Omnibus,0.09925485437219497,Age,Respondent,10,250,spearman,log,41338
domain_name,Omnibus,0.18838319809032292,Domain,Measure,10,250,spearman,log,41338
gender_group,Omnibus,0.0029836662084819373,Gender,Respondent,10,250,spearman,log,41338
item_num,Omnibus,0.0015485381741291646,Num. of Items,Measure,10,250,spearman,log,41338
measure_category,Omnibus,0.015406973267728361,Category,Measure,10,250,spearman,log,41338
panel,Omnibus,0.184528977391832,Panel,Panel,10,250,spearman,log,41338
sample_size,Omnibus,0.006599451922026151,n,Respondent,10,250,spearman,log,41338
scale_type,Omnibus,0.007707475422253842,Scale Type,Measure,10,250,spearman,log,41338
time_diff_mean,Omnibus,0.05481871113263179,Retest Interval,Measure,10,250,spearman,log,41338
age_group,Omnibus,0.09885956922920616,Age,Respondent,10,250,pearson,log,41338
domain_name,Omnibus,0.1794943105966072,Domain,Measure,10,250,pearson,log,41338
gender_group,Omnibus,0.0010141396350861122,Gender,Respondent,10,250,pearson,log,41338
item_num,Omnibus,0.0017561144321056833,Num. of Items,Measure,10,250,pearson,log,41338
measure_category,Omnibus,0.02234822638702464,Category,Measure,10,250,pearson,log,41338
panel,Omnibus,0.196551459958329,Panel,Panel,10,250,pearson,log,41338
sample_size,Omnibus,0.007977000170715282,n,Respondent,10,250,pearson,log,41338
scale_type,Omnibus,0.004903713820770376,Scale Type,Measure,10,250,pearson,log,41338
time_diff_mean,Omnibus,0.06140333291140831,Retest Interval,Measure,10,250,pearson,log,41338
age_group,Omnibus,0.09986338590384246,Age,Respondent,10,250,icc2_1,log,41338
domain_name,Omnibus,0.17445324794611208,Domain,Measure,10,250,icc2_1,log,41338
gender_group,Omnibus,9.622945520871425e-4,Gender,Respondent,10,250,icc2_1,log,41338
item_num,Omnibus,0.0016463328024392946,Num. of Items,Measure,10,250,icc2_1,log,41338
measure_category,Omnibus,0.021084121962000577,Category,Measure,10,250,icc2_1,log,41338
panel,Omnibus,0.19747331474140925,Panel,Panel,10,250,icc2_1,log,41338
sample_size,Omnibus,0.008102252048448921,n,Respondent,10,250,icc2_1,log,41338
scale_type,Omnibus,0.004648600394408364,Scale Type,Measure,10,250,icc2_1,log,41338
time_diff_mean,Omnibus,0.06674438331492993,Retest Interval,Measure,10,250,icc2_1,log,41338
age_group,Omnibus,0.0818890362433721,Age,Respondent,10,100,spearman,none,54314
domain_name,Omnibus,0.16049370875215943,Domain,Measure,10,100,spearman,none,54314
gender_group,Omnibus,0.0037873255261346404,Gender,Respondent,10,100,spearman,none,54314
item_num,Omnibus,0.002206821589262072,Num. of Items,Measure,10,100,spearman,none,54314
measure_category,Omnibus,0.024511716588437482,Category,Measure,10,100,spearman,none,54314
panel,Omnibus,0.19442745058064398,Panel,Panel,10,100,spearman,none,54314
sample_size,Omnibus,0.0027013527380187414,n,Respondent,10,100,spearman,none,54314
scale_type,Omnibus,0.009907967775565005,Scale Type,Measure,10,100,spearman,none,54314
time_diff_mean,Omnibus,0.05645693794379616,Retest Interval,Measure,10,100,spearman,none,54314
age_group,Omnibus,0.08064169232165064,Age,Respondent,10,100,pearson,none,54314
domain_name,Omnibus,0.15283707929794108,Domain,Measure,10,100,pearson,none,54314
gender_group,Omnibus,0.0014271802857833197,Gender,Respondent,10,100,pearson,none,54314
item_num,Omnibus,0.0023219294935358024,Num. of Items,Measure,10,100,pearson,none,54314
measure_category,Omnibus,0.031903155508047634,Category,Measure,10,100,pearson,none,54314
panel,Omnibus,0.2073054836307908,Panel,Panel,10,100,pearson,none,54314
sample_size,Omnibus,0.003413709954019138,n,Respondent,10,100,pearson,none,54314
scale_type,Omnibus,0.005621307507849079,Scale Type,Measure,10,100,pearson,none,54314
time_diff_mean,Omnibus,0.06774984201058488,Retest Interval,Measure,10,100,pearson,none,54314
age_group,Omnibus,0.07569202788962087,Age,Respondent,10,100,icc2_1,none,54314
domain_name,Omnibus,0.13603980488337317,Domain,Measure,10,100,icc2_1,none,54314
gender_group,Omnibus,5.867487282129355e-4,Gender,Respondent,10,100,icc2_1,none,54314
item_num,Omnibus,0.0019401086723909403,Num. of Items,Measure,10,100,icc2_1,none,54314
measure_category,Omnibus,0.025920807462489186,Category,Measure,10,100,icc2_1,none,54314
panel,Omnibus,0.21027928421609385,Panel,Panel,10,100,icc2_1,none,54314
sample_size,Omnibus,0.0037148391451088947,n,Respondent,10,100,icc2_1,none,54314
scale_type,Omnibus,0.006462835861951304,Scale Type,Measure,10,100,icc2_1,none,54314
time_diff_mean,Omnibus,0.07527734819361907,Retest Interval,Measure,10,100,icc2_1,none,54314
age_group,Omnibus,0.0818890362433721,Age,Respondent,10,100,spearman,log,54314
domain_name,Omnibus,0.16049370875215943,Domain,Measure,10,100,spearman,log,54314
gender_group,Omnibus,0.0037873255261346404,Gender,Respondent,10,100,spearman,log,54314
item_num,Omnibus,0.002206821589262072,Num. of Items,Measure,10,100,spearman,log,54314
measure_category,Omnibus,0.024511716588437482,Category,Measure,10,100,spearman,log,54314
panel,Omnibus,0.19442745058064398,Panel,Panel,10,100,spearman,log,54314
sample_size,Omnibus,0.0027013527380187414,n,Respondent,10,100,spearman,log,54314
scale_type,Omnibus,0.009907967775565005,Scale Type,Measure,10,100,spearman,log,54314
time_diff_mean,Omnibus,0.05645693794379616,Retest Interval,Measure,10,100,spearman,log,54314
age_group,Omnibus,0.0800887550488309,Age,Respondent,10,100,pearson,log,54314
domain_name,Omnibus,0.15789126147581964,Domain,Measure,10,100,pearson,log,54314
gender_group,Omnibus,0.001492023780280208,Gender,Respondent,10,100,pearson,log,54314
item_num,Omnibus,0.0024843045549313844,Num. of Items,Measure,10,100,pearson,log,54314
measure_category,Omnibus,0.03387480902323649,Category,Measure,10,100,pearson,log,54314
panel,Omnibus,0.20644133167458356,Panel,Panel,10,100,pearson,log,54314
sample_size,Omnibus,0.0030891746967680778,n,Respondent,10,100,pearson,log,54314
scale_type,Omnibus,0.006185165231056689,Scale Type,Measure,10,100,pearson,log,54314
time_diff_mean,Omnibus,0.06168299626383281,Retest Interval,Measure,10,100,pearson,log,54314
age_group,Omnibus,0.08064169232165064,Age,Respondent,10,100,icc2_1,log,54314
domain_name,Omnibus,0.15283707929794108,Domain,Measure,10,100,icc2_1,log,54314
gender_group,Omnibus,0.0014271802857833197,Gender,Respondent,10,100,icc2_1,log,54314
item_num,Omnibus,0.0023219294935358024,Num. of Items,Measure,10,100,icc2_1,log,54314
measure_category,Omnibus,0.031903155508047634,Category,Measure,10,100,icc2_1,log,54314
panel,Omnibus,0.2073054836307908,Panel,Panel,10,100,icc2_1,log,54314
sample_size,Omnibus,0.003413709954019138,n,Respondent,10,100,icc2_1,log,54314
scale_type,Omnibus,0.005621307507849079,Scale Type,Measure,10,100,icc2_1,log,54314
time_diff_mean,Omnibus,0.06774984201058488,Retest Interval,Measure,10,100,icc2_1,log,54314
age_group,Omnibus,0.061176083614739585,Age,Respondent,10,30,spearman,none,74264
domain_name,Omnibus,0.14879618408231607,Domain,Measure,10,30,spearman,none,74264
gender_group,Omnibus,0.0023411823416335156,Gender,Respondent,10,30,spearman,none,74264
item_num,Omnibus,9.914954692566474e-4,Num. of Items,Measure,10,30,spearman,none,74264
measure_category,Omnibus,0.03649125442002746,Category,Measure,10,30,spearman,none,74264
panel,Omnibus,0.17427300086267286,Panel,Panel,10,30,spearman,none,74264
sample_size,Omnibus,0.0031137985847692557,n,Respondent,10,30,spearman,none,74264
scale_type,Omnibus,0.012816465881480839,Scale Type,Measure,10,30,spearman,none,74264
time_diff_mean,Omnibus,0.061553931835656474,Retest Interval,Measure,10,30,spearman,none,74264
age_group,Omnibus,0.05924654513870636,Age,Respondent,10,30,pearson,none,74264
domain_name,Omnibus,0.14585685829844347,Domain,Measure,10,30,pearson,none,74264
gender_group,Omnibus,8.616306627839281e-4,Gender,Respondent,10,30,pearson,none,74264
item_num,Omnibus,9.995515885388706e-4,Num. of Items,Measure,10,30,pearson,none,74264
measure_category,Omnibus,0.04521223652653732,Category,Measure,10,30,pearson,none,74264
panel,Omnibus,0.18685526085294593,Panel,Panel,10,30,pearson,none,74264
sample_size,Omnibus,0.004106247259148026,n,Respondent,10,30,pearson,none,74264
scale_type,Omnibus,0.008283791786967372,Scale Type,Measure,10,30,pearson,none,74264
time_diff_mean,Omnibus,0.07102531826928328,Retest Interval,Measure,10,30,pearson,none,74264
age_group,Omnibus,0.05416388610104689,Age,Respondent,10,30,icc2_1,none,74264
domain_name,Omnibus,0.12993566934127654,Domain,Measure,10,30,icc2_1,none,74264
gender_group,Omnibus,5.693133215642434e-4,Gender,Respondent,10,30,icc2_1,none,74264
item_num,Omnibus,7.780718432211321e-4,Num. of Items,Measure,10,30,icc2_1,none,74264
measure_category,Omnibus,0.03895929582593505,Category,Measure,10,30,icc2_1,none,74264
panel,Omnibus,0.19088585931141988,Panel,Panel,10,30,icc2_1,none,74264
sample_size,Omnibus,0.003382821049980076,n,Respondent,10,30,icc2_1,none,74264
scale_type,Omnibus,0.005064242031822623,Scale Type,Measure,10,30,icc2_1,none,74264
time_diff_mean,Omnibus,0.07460699869984752,Retest Interval,Measure,10,30,icc2_1,none,74264
age_group,Omnibus,0.061176083614739585,Age,Respondent,10,30,spearman,log,74264
domain_name,Omnibus,0.14879618408231607,Domain,Measure,10,30,spearman,log,74264
gender_group,Omnibus,0.0023411823416335156,Gender,Respondent,10,30,spearman,log,74264
item_num,Omnibus,9.914954692566474e-4,Num. of Items,Measure,10,30,spearman,log,74264
measure_category,Omnibus,0.03649125442002746,Category,Measure,10,30,spearman,log,74264
panel,Omnibus,0.17427300086267286,Panel,Panel,10,30,spearman,log,74264
sample_size,Omnibus,0.0031137985847692557,n,Respondent,10,30,spearman,log,74264
scale_type,Omnibus,0.012816465881480839,Scale Type,Measure,10,30,spearman,log,74264
time_diff_mean,Omnibus,0.061553931835656474,Retest Interval,Measure,10,30,spearman,log,74264
age_group,Omnibus,0.05861235504732871,Age,Respondent,10,30,pearson,log,74264
domain_name,Omnibus,0.14922319614500143,Domain,Measure,10,30,pearson,log,74264
gender_group,Omnibus,8.543802923743865e-4,Gender,Respondent,10,30,pearson,log,74264
item_num,Omnibus,0.0010221684688834164,Num. of Items,Measure,10,30,pearson,log,74264
measure_category,Omnibus,0.047167574643581414,Category,Measure,10,30,pearson,log,74264
panel,Omnibus,0.18535641450069196,Panel,Panel,10,30,pearson,log,74264
sample_size,Omnibus,0.0036842413448575756,n,Respondent,10,30,pearson,log,74264
scale_type,Omnibus,0.008933180735977233,Scale Type,Measure,10,30,pearson,log,74264
time_diff_mean,Omnibus,0.06498506419086311,Retest Interval,Measure,10,30,pearson,log,74264
age_group,Omnibus,0.05924654513870636,Age,Respondent,10,30,icc2_1,log,74264
domain_name,Omnibus,0.14585685829844347,Domain,Measure,10,30,icc2_1,log,74264
gender_group,Omnibus,8.616306627839281e-4,Gender,Respondent,10,30,icc2_1,log,74264
item_num,Omnibus,9.995515885388706e-4,Num. of Items,Measure,10,30,icc2_1,log,74264
measure_category,Omnibus,0.04521223652653732,Category,Measure,10,30,icc2_1,log,74264
panel,Omnibus,0.18685526085294593,Panel,Panel,10,30,icc2_1,log,74264
sample_size,Omnibus,0.004106247259148026,n,Respondent,10,30,icc2_1,log,74264
scale_type,Omnibus,0.008283791786967372,Scale Type,Measure,10,30,icc2_1,log,74264
time_diff_mean,Omnibus,0.07102531826928328,Retest Interval,Measure,10,30,icc2_1,log,74264
age_group,Omnibus,0.14074632045658766,Age,Respondent,5,250,spearman,none,42574
domain_name,Omnibus,0.15649350060857165,Domain,Measure,5,250,spearman,none,42574
