row_id,r2_increment,r2_with,r2_without,r2adj_increment,r2adj_with,r2adj_without,x,n_reg_with,supple
51,0.08940915194696293,0.17811740330742706,0.08870825136046413,0.08238408165597488,0.16451908105903912,0.08213499940306423,panel,4,age_group;domain_name;sample_size
52,0.09117816532573692,0.1662041392328823,0.07502597390714538,0.08370633367195379,0.1563172317929561,0.0726108981210023,panel,3,domain_name;sample_size
53,0.08919846952147585,0.17878571110226169,0.08958724158078583,0.08217811634898553,0.16519844622969826,0.08302032988071273,panel,4,age_group;domain_name;gender_group
54,0.08805831617681778,0.16447018651821946,0.07641187034140168,0.08056230529035935,0.1545627183741668,0.07400041308380745,panel,3,domain_name;gender_group
55,0.08991528906734078,0.1777386689200274,0.08782337985268662,0.08284108822547553,0.16468690176002787,0.08184581353455234,panel,3,age_group;domain_name
56,0.08873824068464918,0.1635995275682544,0.07486128688360523,0.08118805098214532,0.15423889028626647,0.07305083930412115,panel,2,domain_name
57,0.11269193384497708,0.12950766943791656,0.01681573559293948,0.10525386880064391,0.11627480519275601,0.011020936392112102,panel,4,age_group;gender_group;sample_size
58,0.1182294473261924,0.12056957215779457,0.0023401248316021767,0.11027301488244068,0.11131240975945556,0.0010393948770148764,panel,3,gender_group;sample_size
59,0.11287261022245232,0.1281741941296264,0.01530158390717409,0.10535956052122475,0.11550565533890766,0.010146094817682916,panel,3,age_group;sample_size
60,0.11830129084481388,0.11930287740058679,0.00100158655577291,0.11026672818095573,0.11061750143806781,3.507732571120803e-4,panel,2,sample_size
61,0.11327607880833787,0.128478617214441,0.015202538406103132,0.10576797125505943,0.11581450200883847,0.010046530753779037,panel,3,age_group;gender_group
62,0.11614880216105994,0.11764524694360316,0.0014964447825432231,0.10809756967358797,0.10894352354068004,8.459538670920752e-4,panel,2,gender_group
63,0.11391521762290789,0.12736752973483242,0.013452312111924531,0.10633589087396345,0.1152716341073945,0.008935743233431048,panel,2,age_group
64,0.11671008637035887,0.11671008637035887,0,0.10858521200057247,0.10858521200057247,0,panel,1,
65,0.012242056090101983,0.181022156300736,0.16878010021063403,0.008557430925657528,0.16581567113921125,0.15725824021355372,age_group,7,domain_name;gender_group;panel;sample_size;scale_type;time_diff_mean
66,0.013500510352526904,0.09880607601369612,0.08530556566116922,0.00939856081906365,0.09051651298097074,0.08111795216190709,age_group,6,domain_name;gender_group;sample_size;scale_type;time_diff_mean
67,0.012254051363996432,0.1798067178396141,0.16755266647561767,0.008560779640064298,0.16513129131984583,0.15657051167978153,age_group,6,domain_name;panel;sample_size;scale_type;time_diff_mean
68,0.013405555577186382,0.09705402731152932,0.08364847173434294,0.009291738621709733,0.08934667495108939,0.08005493632937966,age_group,5,domain_name;sample_size;scale_type;time_diff_mean
69,0.014741374516543643,0.18064801979411801,0.16590664527757437,0.01108487122832924,0.16598764639083197,0.15490277516250273,age_group,6,domain_name;gender_group;panel;scale_type;time_diff_mean
70,0.01326597030669506,0.09855909746992134,0.08529312716322628,0.009158550676819033,0.09086459206421482,0.08170604138739579,age_group,5,domain_name;gender_group;scale_type;time_diff_mean
71,0.014555750511692445,0.17955736461393232,0.16500161410223987,0.010887044528949175,0.16543053777947025,0.15454349325052108,age_group,5,domain_name;panel;scale_type;time_diff_mean
72,0.01305021616236228,0.09669839554056359,0.0836481793782013,0.008930262911013176,0.08958578448182786,0.08065552157081468,age_group,4,domain_name;scale_type;time_diff_mean
73,0.008919425136804798,0.1358690783717993,0.1269496532349945,0.0049744658856410995,0.12157174346729571,0.11659727758165461,age_group,6,gender_group;panel;sample_size;scale_type;time_diff_mean
74,0.012647040347152555,0.03893852917133226,0.026291488824179705,0.008257113544844374,0.0320062824965025,0.02374916895165813,age_group,5,gender_group;sample_size;scale_type;time_diff_mean
75,0.00889070073891643,0.13450288433107882,0.1256121835921624,0.004938426714356736,0.12076483487601664,0.1158264081616599,age_group,5,panel;sample_size;scale_type;time_diff_mean
76,0.012506627392277127,0.03716074321080742,0.024654115818530296,0.008105765126307007,0.030851180584403948,0.02274541545809694,age_group,4,sample_size;scale_type;time_diff_mean
77,0.011147931247035323,0.13508732199995785,0.12393939075292253,0.007223655194719902,0.1213585493332906,0.1141348941385707,age_group,5,gender_group;panel;scale_type;time_diff_mean
78,0.012289134190943914,0.03857205166254086,0.026282917471596945,0.007894332863315423,0.03227173745325218,0.024377404589936758,age_group,4,gender_group;scale_type;time_diff_mean
79,0.010968371450419151,0.13391472884584812,0.12294635739542897,0.007034645105331805,0.1207488588943969,0.1137142137890651,age_group,4,panel;scale_type;time_diff_mean
80,0.012043642049376479,0.036662933316688344,0.024619291267311865,0.007637503239753318,0.030985111705588375,0.023347608465835057,age_group,3,scale_type;time_diff_mean
81,0.012511414734007908,0.18083431467793368,0.16832289994392577,0.008826368043215904,0.16617727458270792,0.15735090653949202,age_group,6,domain_name;gender_group;panel;sample_size;time_diff_mean
82,0.013504862018566405,0.0987025513319743,0.08519768931340789,0.009399041146039844,0.09100927041753948,0.08161022927149963,age_group,5,domain_name;gender_group;sample_size;time_diff_mean
83,0.012517390129778788,0.17962240324675363,0.16710501311697484,0.008823459534159306,0.1654966962827904,0.1566732367486311,age_group,5,domain_name;panel;sample_size;time_diff_mean
84,0.01340798904892794,0.09693653687011157,0.08352854782118363,0.009290301623601116,0.08982580093995507,0.08053549931635395,age_group,4,domain_name;sample_size;time_diff_mean
85,0.014929120275684216,0.1804850699348044,0.16555594965912018,0.01126944512939454,0.16637421683434406,0.15510477170494952,age_group,5,domain_name;gender_group;panel;time_diff_mean
86,0.0132948492461923,0.09847508701534394,0.08518023776915164,0.00918388223496025,0.09137646565325996,0.08219258341829971,age_group,4,domain_name;gender_group;time_diff_mean
87,0.014740370325675045,0.17939318460407813,0.1646528142784031,0.011068458902715683,0.1658159705836295,0.15474751168091383,age_group,4,domain_name;panel;time_diff_mean
88,0.013078315635986118,0.09660539618945752,0.0835270805534714,0.008954906375706395,0.09008910724393882,0.08113420086823242,age_group,3,domain_name;time_diff_mean
89,0.009655052175155956,0.13321743354233873,0.12356238136718277,0.0057053146818862865,0.11945898010650291,0.11375366542461662,age_group,5,gender_group;panel;sample_size;time_diff_mean
90,0.012616633131648305,0.03883605583196458,0.026219422700316276,0.008223686100361172,0.03253747166310472,0.02431378556274355,age_group,4,gender_group;sample_size;time_diff_mean
91,0.009612360571295761,0.13186293280779304,0.12225057223649728,0.0056547677260682105,0.11866587230189696,0.11301110457582875,age_group,4,panel;sample_size;time_diff_mean
92,0.012472027406346769,0.037045189954698486,0.024573162548351717,0.008068201724547919,0.03136962132967713,0.023301419605129214,age_group,3,sample_size;time_diff_mean
93,0.011677377099751182,0.13257993417931804,0.12090255707956686,0.007744873445946765,0.11939377323161426,0.1116488997856675,age_group,4,gender_group;panel;time_diff_mean
94,0.01228289070698696,0.03849674451699024,0.026213853810003282,0.007885481254560456,0.03282973122337729,0.024944249968816834,age_group,3,gender_group;time_diff_mean
95,0.011487331439385864,0.13139882645287687,0.119911495013491,0.007545023737963175,0.11877714493501912,0.11123212119705594,age_group,3,panel;time_diff_mean
96,0.01203551709281346,0.036580460724491455,0.024544943631677994,0.007626911342104803,0.03153637936702813,0.02390946802492333,age_group,2,time_diff_mean
97,0.011638718778280377,0.17976461702707017,0.1681258982487898,0.00793713133504359,0.16508843721244526,0.15715130587740167,age_group,6,domain_name;gender_group;panel;sample_size;scale_type
98,0.013768093566967579,0.09065170998222805,0.07688361641526047,0.009626156653988027,0.08288970881989655,0.07326355216590852,age_group,5,domain_name;gender_group;sample_size;scale_type
99,0.011643051746913269,0.17856030177905577,0.1669172500321425,0.007933184991486875,0.16441630697525145,0.15648312198376457,age_group,5,domain_name;panel;sample_size;scale_type
100,0.013660191807483874,0.08907281231004587,0.07541262050256199,0.00950709060569388,0.08190015728886513,0.07239306668317125,age_group,4,domain_name;sample_size;scale_type
101,0.014121907639460779,0.17920900484302177,0.165087097203561,0.010446132757111148,0.16507617976084854,0.1546300470037374,age_group,5,domain_name;gender_group;panel;scale_type
102,0.013116242222541485,0.08987850934511125,0.07676226712256977,0.008965077362893092,0.08271219839507271,0.07374712103217962,age_group,4,domain_name;gender_group;scale_type
103,0.013950291652585989,0.17815950956291746,0.16420921791033147,0.010263228699741833,0.1645618839765991,0.15429865527685727,age_group,4,domain_name;panel;scale_type
104,0.012905273535542744,0.0881290058615167,0.07522373232597396,0.00874240285951211,0.08155157573986205,0.07280917288034994,age_group,3,domain_name;scale_type
105,0.008246112249746723,0.13352320038158105,0.12527708813183433,0.004282037931747529,0.11976960038763795,0.11548756245589042,age_group,5,gender_group;panel;sample_size;scale_type
106,0.014510565024159212,0.017180607537628935,0.0026700425134697234,0.010021793001632195,0.010740113484795644,7.183204831634482e-4,age_group,4,gender_group;sample_size;scale_type
107,0.0082019788892361,0.13217106771413656,0.12396908882490046,0.004230980535065765,0.11897869134759664,0.11474771081253088,age_group,4,panel;sample_size;scale_type
108,0.014340495658240544,0.015686603223430802,0.001346107565190258,0.00984106738864865,0.009885149018460937,4.4081629812287026e-5,age_group,3,sample_size;scale_type
109,0.010374784432202994,0.1323740340046504,0.1219992495724474,0.00642760663763009,0.11918474304768212,0.11275713641005203,age_group,4,gender_group;panel;scale_type
110,0.01370071854788678,0.015468078711590874,0.0017673601637040951,0.009199453093451493,0.009665336542896918,4.658834494454256e-4,age_group,3,gender_group;scale_type
111,0.010210644824684006,0.13125883596571056,0.12104819114102655,0.006255092894407954,0.11863512023998113,0.11238002734557317,age_group,3,panel;scale_type
112,0.013449874146581045,0.013729657366058174,2.7978321947712997e-4,0.00893743860404661,0.008565938294676334,-3.7150030937027623e-4,age_group,2,scale_type
113,0.011918227399794729,0.17931482583152442,0.1673965984317297,0.008215348744833761,0.16518382283259703,0.15696847408776327,age_group,5,domain_name;gender_group;panel;sample_size
114,0.01379367808761435,0.09030776272180925,0.0765140846341949,0.009646703699943249,0.08314483171961884,0.07349812801967559,age_group,4,domain_name;gender_group;sample_size
115,0.011913264074544766,0.17811740330742706,0.1662041392328823,0.008201849266083028,0.16451908105903912,0.1563172317929561,age_group,4,domain_name;panel;sample_size
116,0.01368227745331875,0.08870825136046413,0.07502597390714538,0.009524101282061936,0.08213499940306423,0.0726108981210023,age_group,3,domain_name;sample_size
117,0.014315524584042227,0.17878571110226169,0.16447018651821946,0.010635727855531463,0.16519844622969826,0.1545627183741668,age_group,4,domain_name;gender_group;panel
118,0.013175371239384157,0.08958724158078583,0.07641187034140168,0.00901991679690528,0.08302032988071273,0.07400041308380745,age_group,3,domain_name;gender_group
119,0.014139141351772994,0.1777386689200274,0.1635995275682544,0.010448011473761398,0.16468690176002787,0.15423889028626647,age_group,3,domain_name;panel
120,0.012962092969081393,0.08782337985268662,0.07486128688360523,0.008794974230431185,0.08184581353455234,0.07305083930412115,age_group,2,domain_name
121,0.008938097280121987,0.12950766943791656,0.12056957215779457,0.004962395433300459,0.11627480519275601,0.11131240975945556,age_group,4,gender_group;panel;sample_size
122,0.014475610761337304,0.01681573559293948,0.0023401248316021767,0.009981541515097225,0.011020936392112102,0.0010393948770148764,age_group,3,gender_group;sample_size
123,0.008871316729039624,0.1281741941296264,0.11930287740058679,0.004888153900839853,0.11550565533890766,0.11061750143806781,age_group,3,panel;sample_size
124,0.01429999735140118,0.01530158390717409,0.00100158655577291,0.009795321560570835,0.010146094817682916,3.507732571120803e-4,age_group,2,sample_size
125,0.010833370270837847,0.128478617214441,0.11764524694360316,0.0068709784681584285,0.11581450200883847,0.10894352354068004,age_group,3,gender_group;panel
126,0.01370609362355991,0.015202538406103132,0.0014964447825432231,0.009200576886686962,0.010046530753779037,8.459538670920752e-4,age_group,2,gender_group
127,0.010657443364473551,0.12736752973483242,0.11671008637035887,0.006686422106822021,0.1152716341073945,0.10858521200057247,age_group,2,panel
128,0.013452312111924531,0.013452312111924531,0,0.008935743233431048,0.008935743233431048,0,age_group,1,
129,0.0012154384611219038,0.181022156300736,0.1798067178396141,6.843798193654216e-4,0.16581567113921125,0.16513129131984583,gender_group,7,age_group;domain_name;panel;sample_size;scale_type;time_diff_mean
130,0.001752048702166803,0.09880607601369612,0.09705402731152932,0.0011698380298813538,0.09051651298097074,0.08934667495108939,gender_group,6,age_group;domain_name;sample_size;scale_type;time_diff_mean
131,0.0012274337350163533,0.16878010021063403,0.16755266647561767,6.877285337721917e-4,0.15725824021355372,0.15657051167978153,gender_group,6,domain_name;panel;sample_size;scale_type;time_diff_mean
132,0.0016570939268262808,0.08530556566116922,0.08364847173434294,0.0010630158325274364,0.08111795216190709,0.08005493632937966,gender_group,5,domain_name;sample_size;scale_type;time_diff_mean
133,0.0010906551801856956,0.18064801979411801,0.17955736461393232,5.571086113617119e-4,0.16598764639083197,0.16543053777947025,gender_group,6,age_group;domain_name;panel;scale_type;time_diff_mean
134,0.0018607019293577498,0.09855909746992134,0.09669839554056359,0.001278807582386965,0.09086459206421482,0.08958578448182786,gender_group,5,age_group;domain_name;scale_type;time_diff_mean
135,9.050311753344975e-4,0.16590664527757437,0.16500161410223987,3.5928191198164594e-4,0.15490277516250273,0.15454349325052108,gender_group,5,domain_name;panel;scale_type;time_diff_mean
136,0.0016449477850249694,0.08529312716322628,0.0836481793782013,0.001050519816581108,0.08170604138739579,0.08065552157081468,gender_group,4,domain_name;scale_type;time_diff_mean
137,0.0013661940407204698,0.1358690783717993,0.13450288433107882,8.069085912790763e-4,0.12157174346729571,0.12076483487601664,gender_group,6,age_group;panel;sample_size;scale_type;time_diff_mean
138,0.0017777859605248372,0.03893852917133226,0.03716074321080742,0.001155101912098555,0.0320062824965025,0.030851180584403948,gender_group,5,age_group;sample_size;scale_type;time_diff_mean
139,0.001337469642832101,0.1269496532349945,0.1256121835921624,7.70869419994713e-4,0.11659727758165461,0.1158264081616599,gender_group,5,panel;sample_size;scale_type;time_diff_mean
140,0.001637373005649409,0.026291488824179705,0.024654115818530296,0.001003753493561188,0.02374916895165813,0.02274541545809694,gender_group,4,sample_size;scale_type;time_diff_mean
141,0.0011725931541097245,0.13508732199995785,0.13391472884584812,6.096904388936952e-4,0.1213585493332906,0.1207488588943969,gender_group,5,age_group;panel;scale_type;time_diff_mean
142,0.0019091183458525146,0.03857205166254086,0.036662933316688344,0.0012866257476638054,0.03227173745325218,0.030985111705588375,gender_group,4,age_group;scale_type;time_diff_mean
143,9.93033357493553e-4,0.12393939075292253,0.12294635739542897,4.2068034950559774e-4,0.1141348941385707,0.1137142137890651,gender_group,4,panel;scale_type;time_diff_mean
144,0.0016636262042850798,0.026282917471596945,0.024619291267311865,0.0010297961241017006,0.024377404589936758,0.023347608465835057,gender_group,3,scale_type;time_diff_mean
145,0.001211911431180046,0.18083431467793368,0.17962240324675363,6.805782999175225e-4,0.16617727458270792,0.1654966962827904,gender_group,6,age_group;domain_name;panel;sample_size;time_diff_mean
146,0.001766014461862725,0.0987025513319743,0.09693653687011157,0.001183469477584409,0.09100927041753948,0.08982580093995507,gender_group,5,age_group;domain_name;sample_size;time_diff_mean
147,0.0012178868269509258,0.16832289994392577,0.16710501311697484,6.776697908609242e-4,0.15735090653949202,0.1566732367486311,gender_group,5,domain_name;panel;sample_size;time_diff_mean
148,0.0016691414922242603,0.08519768931340789,0.08352854782118363,0.0010747299551456813,0.08161022927149963,0.08053549931635395,gender_group,4,domain_name;sample_size;time_diff_mean
149,0.0010918853307262666,0.1804850699348044,0.17939318460407813,5.582462507145447e-4,0.16637421683434406,0.1658159705836295,gender_group,5,age_group;domain_name;panel;time_diff_mean
150,0.001869690825886422,0.09847508701534394,0.09660539618945752,0.0012873584093211488,0.09137646565325996,0.09008910724393882,gender_group,4,age_group;domain_name;time_diff_mean
151,9.031353807170961e-4,0.16555594965912018,0.1646528142784031,3.5726002403568824e-4,0.15510477170494952,0.15474751168091383,gender_group,4,domain_name;panel;time_diff_mean
152,0.0016531572156802399,0.08518023776915164,0.0835270805534714,0.0010583825500672939,0.08219258341829971,0.08113420086823242,gender_group,3,domain_name;time_diff_mean
153,0.0013545007345456828,0.13321743354233873,0.13186293280779304,7.931078046059525e-4,0.11945898010650291,0.11866587230189696,gender_group,5,age_group;panel;sample_size;time_diff_mean
154,0.0017908658772660957,0.03883605583196458,0.037045189954698486,0.0011678503334275891,0.03253747166310472,0.03136962132967713,gender_group,4,age_group;sample_size;time_diff_mean
155,0.0013118091306854873,0.12356238136718277,0.12225057223649728,7.425608487878765e-4,0.11375366542461662,0.11301110457582875,gender_group,4,panel;sample_size;time_diff_mean
156,0.001646260151964559,0.026219422700316276,0.024573162548351717,0.0010123659576143362,0.02431378556274355,0.023301419605129214,gender_group,3,sample_size;time_diff_mean
157,0.0011811077264411718,0.13257993417931804,0.13139882645287687,6.166282965951453e-4,0.11939377323161426,0.11877714493501912,gender_group,4,age_group;panel;time_diff_mean
158,0.0019162837924987866,0.03849674451699024,0.036580460724491455,0.0012933518563491564,0.03282973122337729,0.03153637936702813,gender_group,3,age_group;time_diff_mean
159,9.91062066075854e-4,0.12090255707956686,0.119911495013491,4.167785886115549e-4,0.1116488997856675,0.11123212119705594,gender_group,3,panel;time_diff_mean
160,0.0016689101783252877,0.026213853810003282,0.024544943631677994,0.0010347819438935035,0.024944249968816834,0.02390946802492333,gender_group,2,time_diff_mean
161,0.0012043152480143982,0.17976461702707017,0.17856030177905577,6.721302371938132e-4,0.16508843721244526,0.16441630697525145,gender_group,6,age_group;domain_name;panel;sample_size;scale_type
162,0.0015788976721821807,0.09065170998222805,0.08907281231004587,9.895515310314185e-4,0.08288970881989655,0.08190015728886513,gender_group,5,age_group;domain_name;sample_size;scale_type
163,0.00120864821664729,0.1681258982487898,0.1669172500321425,6.681838936370976e-4,0.15715130587740167,0.15648312198376457,gender_group,5,domain_name;panel;sample_size;scale_type
164,0.001470995912698475,0.07688361641526047,0.07541262050256199,8.70485482737271e-4,0.07326355216590852,0.07239306668317125,gender_group,4,domain_name;sample_size;scale_type
165,0.0010494952801043123,0.17920900484302177,0.17815950956291746,5.142957842494411e-4,0.16507617976084854,0.1645618839765991,gender_group,5,age_group;domain_name;panel;scale_type
166,0.0017495034835945528,0.08987850934511125,0.0881290058615167,0.0011606226552106635,0.08271219839507271,0.08155157573986205,gender_group,4,age_group;domain_name;scale_type
167,8.778792932295221e-4,0.165087097203561,0.16420921791033147,3.3139172688012586e-4,0.1546300470037374,0.15429865527685727,gender_group,4,domain_name;panel;scale_type
168,0.0015385347965958113,0.07676226712256977,0.07522373232597396,9.379481518296817e-4,0.07374712103217962,0.07280917288034994,gender_group,3,domain_name;scale_type
169,0.0013521326674444945,0.13352320038158105,0.13217106771413656,7.909090400413099e-4,0.11976960038763795,0.11897869134759664,gender_group,5,age_group;panel;sample_size;scale_type
170,0.001494004314198133,0.017180607537628935,0.015686603223430802,8.549644663347067e-4,0.010740113484795644,0.009885149018460937,gender_group,4,age_group;sample_size;scale_type
171,0.0013079993069338713,0.12527708813183433,0.12396908882490046,7.398516433595459e-4,0.11548756245589042,0.11474771081253088,gender_group,4,panel;sample_size;scale_type
172,0.0013239349482794655,0.0026700425134697234,0.001346107565190258,6.742388533511612e-4,7.183204831634482e-4,4.4081629812287026e-5,gender_group,3,sample_size;scale_type
173,0.0011151980389398353,0.1323740340046504,0.13125883596571056,5.49622807700989e-4,0.11918474304768212,0.11863512023998113,gender_group,4,age_group;panel;scale_type
174,0.0017384213455327,0.015468078711590874,0.013729657366058174,0.0010993982482205844,0.009665336542896918,0.008565938294676334,gender_group,3,age_group;scale_type
175,9.510584314208481e-4,0.1219992495724474,0.12104819114102655,3.771090644788533e-4,0.11275713641005203,0.11238002734557317,gender_group,3,panel;scale_type
176,0.0014875769442269653,0.0017673601637040951,2.7978321947712997e-4,8.373837588157018e-4,4.658834494454256e-4,-3.7150030937027623e-4,gender_group,2,scale_type
