x,measure_category,m,x_lbl,categ_lbl,age_bin,min_n,corr_metric,data_transform,n_obs
age_group,fre,0.07359734815613735,Age,Respondent,20,100,pearson,log,27407
domain_name,fre,0.15365490647989688,NA,NA,20,100,pearson,log,27407
gender_group,fre,0.0017234110433734337,Gender,Respondent,20,100,pearson,log,27407
panel,fre,0.21449041838061658,Panel,Panel,20,100,pearson,log,27407
sample_size,fre,0.004038376491339766,n,Respondent,20,100,pearson,log,27407
scale_type,fre,0.0030568058787976238,Scale Type,Measure,20,100,pearson,log,27407
time_diff_mean,fre,0.07228837151434346,Retest Interval,Measure,20,100,pearson,log,27407
age_group,fre,0.07153739722956345,Age,Respondent,20,100,icc2_1,log,27407
domain_name,fre,0.14957524849770615,NA,NA,20,100,icc2_1,log,27407
gender_group,fre,0.0017973553990326835,Gender,Respondent,20,100,icc2_1,log,27407
panel,fre,0.21445694077382726,Panel,Panel,20,100,icc2_1,log,27407
sample_size,fre,0.004570363697731254,n,Respondent,20,100,icc2_1,log,27407
scale_type,fre,0.002939297935881221,Scale Type,Measure,20,100,icc2_1,log,27407
time_diff_mean,fre,0.07922256830059815,Retest Interval,Measure,20,100,icc2_1,log,27407
age_group,fre,0.07512203414852824,Age,Respondent,20,30,spearman,none,28467
domain_name,fre,0.16141992195437105,NA,NA,20,30,spearman,none,28467
gender_group,fre,0.0038858496615958474,Gender,Respondent,20,30,spearman,none,28467
panel,fre,0.19753606791602557,Panel,Panel,20,30,spearman,none,28467
sample_size,fre,0.003266865370638626,n,Respondent,20,30,spearman,none,28467
scale_type,fre,0.008323125153083132,Scale Type,Measure,20,30,spearman,none,28467
time_diff_mean,fre,0.06746656928865448,Retest Interval,Measure,20,30,spearman,none,28467
age_group,fre,0.07328915966724965,Age,Respondent,20,30,pearson,none,28467
domain_name,fre,0.1508921493760348,NA,NA,20,30,pearson,none,28467
gender_group,fre,0.0014276476277305218,Gender,Respondent,20,30,pearson,none,28467
panel,fre,0.21014403101001708,Panel,Panel,20,30,pearson,none,28467
sample_size,fre,0.004090581594545068,n,Respondent,20,30,pearson,none,28467
scale_type,fre,0.0036215460811860503,Scale Type,Measure,20,30,pearson,none,28467
time_diff_mean,fre,0.08160317905156377,Retest Interval,Measure,20,30,pearson,none,28467
age_group,fre,0.06742438339159766,Age,Respondent,20,30,icc2_1,none,28467
domain_name,fre,0.1404242410161936,NA,NA,20,30,icc2_1,none,28467
gender_group,fre,3.495854268490644e-4,Gender,Respondent,20,30,icc2_1,none,28467
panel,fre,0.20438889364799484,Panel,Panel,20,30,icc2_1,none,28467
sample_size,fre,0.004085362656978657,n,Respondent,20,30,icc2_1,none,28467
scale_type,fre,0.0065359583524169694,Scale Type,Measure,20,30,icc2_1,none,28467
time_diff_mean,fre,0.08879507589693779,Retest Interval,Measure,20,30,icc2_1,none,28467
age_group,fre,0.07512203414852824,Age,Respondent,20,30,spearman,log,28467
domain_name,fre,0.16141992195437105,NA,NA,20,30,spearman,log,28467
gender_group,fre,0.0038858496615958474,Gender,Respondent,20,30,spearman,log,28467
panel,fre,0.19753606791602557,Panel,Panel,20,30,spearman,log,28467
sample_size,fre,0.003266865370638626,n,Respondent,20,30,spearman,log,28467
scale_type,fre,0.008323125153083132,Scale Type,Measure,20,30,spearman,log,28467
time_diff_mean,fre,0.06746656928865448,Retest Interval,Measure,20,30,spearman,log,28467
age_group,fre,0.07517201470925775,Age,Respondent,20,30,pearson,log,28467
domain_name,fre,0.1546372988190284,NA,NA,20,30,pearson,log,28467
gender_group,fre,0.0013553420822714052,Gender,Respondent,20,30,pearson,log,28467
panel,fre,0.2101050832787619,Panel,Panel,20,30,pearson,log,28467
sample_size,fre,0.0035338029891412758,n,Respondent,20,30,pearson,log,28467
scale_type,fre,0.003814041157929601,Scale Type,Measure,20,30,pearson,log,28467
time_diff_mean,fre,0.07394758798019774,Retest Interval,Measure,20,30,pearson,log,28467
age_group,fre,0.07328915966724965,Age,Respondent,20,30,icc2_1,log,28467
domain_name,fre,0.1508921493760348,NA,NA,20,30,icc2_1,log,28467
gender_group,fre,0.0014276476277305218,Gender,Respondent,20,30,icc2_1,log,28467
panel,fre,0.21014403101001708,Panel,Panel,20,30,icc2_1,log,28467
sample_size,fre,0.004090581594545068,n,Respondent,20,30,icc2_1,log,28467
scale_type,fre,0.0036215460811860503,Scale Type,Measure,20,30,icc2_1,log,28467
time_diff_mean,fre,0.08160317905156377,Retest Interval,Measure,20,30,icc2_1,log,28467
age_group,fre,0.10570489549465419,Age,Respondent,10,250,spearman,none,35353
domain_name,fre,0.18956843936032483,NA,NA,10,250,spearman,none,35353
gender_group,fre,0.002875781538785031,Gender,Respondent,10,250,spearman,none,35353
panel,fre,0.18055350877016715,Panel,Panel,10,250,spearman,none,35353
sample_size,fre,0.0047432951582936644,n,Respondent,10,250,spearman,none,35353
scale_type,fre,0.005168401266329596,Scale Type,Measure,10,250,spearman,none,35353
time_diff_mean,fre,0.054749067864998995,Retest Interval,Measure,10,250,spearman,none,35353
age_group,fre,0.10866851549202063,Age,Respondent,10,250,pearson,none,35353
domain_name,fre,0.1698502363307961,NA,NA,10,250,pearson,none,35353
gender_group,fre,9.149320830014742e-4,Gender,Respondent,10,250,pearson,none,35353
panel,fre,0.19545211811715055,Panel,Panel,10,250,pearson,none,35353
sample_size,fre,0.006140635532619826,n,Respondent,10,250,pearson,none,35353
scale_type,fre,0.0030194000838587626,Scale Type,Measure,10,250,pearson,none,35353
time_diff_mean,fre,0.06714448202989408,Retest Interval,Measure,10,250,pearson,none,35353
age_group,fre,0.09670990945938224,Age,Respondent,10,250,icc2_1,none,35353
domain_name,fre,0.15482552228520316,NA,NA,10,250,icc2_1,none,35353
gender_group,fre,2.4874371307101776e-4,Gender,Respondent,10,250,icc2_1,none,35353
panel,fre,0.19258748223054556,Panel,Panel,10,250,icc2_1,none,35353
sample_size,fre,0.009563499502515211,n,Respondent,10,250,icc2_1,none,35353
scale_type,fre,0.010180403843409859,Scale Type,Measure,10,250,icc2_1,none,35353
time_diff_mean,fre,0.07769639126936484,Retest Interval,Measure,10,250,icc2_1,none,35353
age_group,fre,0.10570489549465419,Age,Respondent,10,250,spearman,log,35353
domain_name,fre,0.18956843936032483,NA,NA,10,250,spearman,log,35353
gender_group,fre,0.002875781538785031,Gender,Respondent,10,250,spearman,log,35353
panel,fre,0.18055350877016715,Panel,Panel,10,250,spearman,log,35353
sample_size,fre,0.0047432951582936644,n,Respondent,10,250,spearman,log,35353
scale_type,fre,0.005168401266329596,Scale Type,Measure,10,250,spearman,log,35353
time_diff_mean,fre,0.054749067864998995,Retest Interval,Measure,10,250,spearman,log,35353
age_group,fre,0.10787378874646465,Age,Respondent,10,250,pearson,log,35353
domain_name,fre,0.17461287041690968,NA,NA,10,250,pearson,log,35353
gender_group,fre,9.254933573519672e-4,Gender,Respondent,10,250,pearson,log,35353
panel,fre,0.1948993082287675,Panel,Panel,10,250,pearson,log,35353
sample_size,fre,0.00584481698229504,n,Respondent,10,250,pearson,log,35353
scale_type,fre,0.0029242337784459926,Scale Type,Measure,10,250,pearson,log,35353
time_diff_mean,fre,0.061092430604876326,Retest Interval,Measure,10,250,pearson,log,35353
age_group,fre,0.10866851549202063,Age,Respondent,10,250,icc2_1,log,35353
domain_name,fre,0.1698502363307961,NA,NA,10,250,icc2_1,log,35353
gender_group,fre,9.149320830014742e-4,Gender,Respondent,10,250,icc2_1,log,35353
panel,fre,0.19545211811715055,Panel,Panel,10,250,icc2_1,log,35353
sample_size,fre,0.006140635532619826,n,Respondent,10,250,icc2_1,log,35353
scale_type,fre,0.0030194000838587626,Scale Type,Measure,10,250,icc2_1,log,35353
time_diff_mean,fre,0.06714448202989408,Retest Interval,Measure,10,250,icc2_1,log,35353
age_group,fre,0.09869439724477018,Age,Respondent,10,100,spearman,none,41520
domain_name,fre,0.15643205543771987,NA,NA,10,100,spearman,none,41520
gender_group,fre,0.0029874843955084826,Gender,Respondent,10,100,spearman,none,41520
panel,fre,0.1889284386738229,Panel,Panel,10,100,spearman,none,41520
sample_size,fre,0.0024014156557446834,n,Respondent,10,100,spearman,none,41520
scale_type,fre,0.00597541500600303,Scale Type,Measure,10,100,spearman,none,41520
time_diff_mean,fre,0.05893431078390598,Retest Interval,Measure,10,100,spearman,none,41520
age_group,fre,0.09986249420627863,Age,Respondent,10,100,pearson,none,41520
domain_name,fre,0.1413646440520683,NA,NA,10,100,pearson,none,41520
gender_group,fre,8.502507937654965e-4,Gender,Respondent,10,100,pearson,none,41520
panel,fre,0.20351127478793596,Panel,Panel,10,100,pearson,none,41520
sample_size,fre,0.0032340765618681065,n,Respondent,10,100,pearson,none,41520
scale_type,fre,0.002673745379805265,Scale Type,Measure,10,100,pearson,none,41520
time_diff_mean,fre,0.07226983493149262,Retest Interval,Measure,10,100,pearson,none,41520
age_group,fre,0.09281080803091636,Age,Respondent,10,100,icc2_1,none,41520
domain_name,fre,0.1277606200478273,NA,NA,10,100,icc2_1,none,41520
gender_group,fre,1.4413287650214413e-4,Gender,Respondent,10,100,icc2_1,none,41520
panel,fre,0.19732934416729028,Panel,Panel,10,100,icc2_1,none,41520
sample_size,fre,0.004444957964947492,n,Respondent,10,100,icc2_1,none,41520
scale_type,fre,0.008649722550175548,Scale Type,Measure,10,100,icc2_1,none,41520
time_diff_mean,fre,0.08118908203463424,Retest Interval,Measure,10,100,icc2_1,none,41520
age_group,fre,0.09869439724477018,Age,Respondent,10,100,spearman,log,41520
domain_name,fre,0.15643205543771987,NA,NA,10,100,spearman,log,41520
gender_group,fre,0.0029874843955084826,Gender,Respondent,10,100,spearman,log,41520
panel,fre,0.1889284386738229,Panel,Panel,10,100,spearman,log,41520
sample_size,fre,0.0024014156557446834,n,Respondent,10,100,spearman,log,41520
scale_type,fre,0.00597541500600303,Scale Type,Measure,10,100,spearman,log,41520
time_diff_mean,fre,0.05893431078390598,Retest Interval,Measure,10,100,spearman,log,41520
age_group,fre,0.10029878946217832,Age,Respondent,10,100,pearson,log,41520
domain_name,fre,0.14576935823157672,NA,NA,10,100,pearson,log,41520
gender_group,fre,8.521641132550883e-4,Gender,Respondent,10,100,pearson,log,41520
panel,fre,0.20297035370717997,Panel,Panel,10,100,pearson,log,41520
sample_size,fre,0.0028921175635566363,n,Respondent,10,100,pearson,log,41520
scale_type,fre,0.002705139672614822,Scale Type,Measure,10,100,pearson,log,41520
time_diff_mean,fre,0.06519117817817685,Retest Interval,Measure,10,100,pearson,log,41520
age_group,fre,0.09986249420627863,Age,Respondent,10,100,icc2_1,log,41520
domain_name,fre,0.1413646440520683,NA,NA,10,100,icc2_1,log,41520
gender_group,fre,8.502507937654965e-4,Gender,Respondent,10,100,icc2_1,log,41520
panel,fre,0.20351127478793596,Panel,Panel,10,100,icc2_1,log,41520
sample_size,fre,0.0032340765618681065,n,Respondent,10,100,icc2_1,log,41520
scale_type,fre,0.002673745379805265,Scale Type,Measure,10,100,icc2_1,log,41520
time_diff_mean,fre,0.07226983493149262,Retest Interval,Measure,10,100,icc2_1,log,41520
age_group,fre,0.09061880353088565,Age,Respondent,10,30,spearman,none,47490
domain_name,fre,0.14863202381857443,NA,NA,10,30,spearman,none,47490
gender_group,fre,0.0011421571282405497,Gender,Respondent,10,30,spearman,none,47490
panel,fre,0.17439553778787686,Panel,Panel,10,30,spearman,none,47490
sample_size,fre,0.0015232278860916686,n,Respondent,10,30,spearman,none,47490
scale_type,fre,0.007986064474184523,Scale Type,Measure,10,30,spearman,none,47490
time_diff_mean,fre,0.05789720789860352,Retest Interval,Measure,10,30,spearman,none,47490
age_group,fre,0.09147919789314633,Age,Respondent,10,30,pearson,none,47490
domain_name,fre,0.13623949339312497,NA,NA,10,30,pearson,none,47490
gender_group,fre,1.3100115657695342e-4,Gender,Respondent,10,30,pearson,none,47490
panel,fre,0.18656918570469705,Panel,Panel,10,30,pearson,none,47490
sample_size,fre,0.002133830468217565,n,Respondent,10,30,pearson,none,47490
scale_type,fre,0.0035687803262105587,Scale Type,Measure,10,30,pearson,none,47490
time_diff_mean,fre,0.07005583264294948,Retest Interval,Measure,10,30,pearson,none,47490
age_group,fre,0.08312986657878349,Age,Respondent,10,30,icc2_1,none,47490
domain_name,fre,0.12135971150802043,NA,NA,10,30,icc2_1,none,47490
gender_group,fre,1.5802539975480042e-4,Gender,Respondent,10,30,icc2_1,none,47490
panel,fre,0.18128045540893845,Panel,Panel,10,30,icc2_1,none,47490
sample_size,fre,0.002845563186200747,n,Respondent,10,30,icc2_1,none,47490
scale_type,fre,0.006156111010815923,Scale Type,Measure,10,30,icc2_1,none,47490
time_diff_mean,fre,0.07700182791798954,Retest Interval,Measure,10,30,icc2_1,none,47490
age_group,fre,0.09061880353088565,Age,Respondent,10,30,spearman,log,47490
domain_name,fre,0.14863202381857443,NA,NA,10,30,spearman,log,47490
gender_group,fre,0.0011421571282405497,Gender,Respondent,10,30,spearman,log,47490
panel,fre,0.17439553778787686,Panel,Panel,10,30,spearman,log,47490
sample_size,fre,0.0015232278860916686,n,Respondent,10,30,spearman,log,47490
scale_type,fre,0.007986064474184523,Scale Type,Measure,10,30,spearman,log,47490
time_diff_mean,fre,0.05789720789860352,Retest Interval,Measure,10,30,spearman,log,47490
age_group,fre,0.09129202526302162,Age,Respondent,10,30,pearson,log,47490
domain_name,fre,0.1391725599244508,NA,NA,10,30,pearson,log,47490
gender_group,fre,1.0084762499180799e-4,Gender,Respondent,10,30,pearson,log,47490
panel,fre,0.18570372674847163,Panel,Panel,10,30,pearson,log,47490
sample_size,fre,0.001831938923806401,n,Respondent,10,30,pearson,log,47490
scale_type,fre,0.0036876082290594964,Scale Type,Measure,10,30,pearson,log,47490
time_diff_mean,fre,0.0632119475425137,Retest Interval,Measure,10,30,pearson,log,47490
age_group,fre,0.09147919789314633,Age,Respondent,10,30,icc2_1,log,47490
domain_name,fre,0.13623949339312497,NA,NA,10,30,icc2_1,log,47490
gender_group,fre,1.3100115657695342e-4,Gender,Respondent,10,30,icc2_1,log,47490
panel,fre,0.18656918570469705,Panel,Panel,10,30,icc2_1,log,47490
sample_size,fre,0.002133830468217565,n,Respondent,10,30,icc2_1,log,47490
scale_type,fre,0.0035687803262105587,Scale Type,Measure,10,30,icc2_1,log,47490
time_diff_mean,fre,0.07005583264294948,Retest Interval,Measure,10,30,icc2_1,log,47490
age_group,fre,0.14763113140004305,Age,Respondent,5,250,spearman,none,34848
domain_name,fre,0.15208702811241204,NA,NA,5,250,spearman,none,34848
gender_group,fre,0.0025633358125444396,Gender,Respondent,5,250,spearman,none,34848
panel,fre,0.21874422109749178,Panel,Panel,5,250,spearman,none,34848
sample_size,fre,0.012147999174631129,n,Respondent,5,250,spearman,none,34848
scale_type,fre,0.005535651413424059,Scale Type,Measure,5,250,spearman,none,34848
time_diff_mean,fre,0.05535593530352067,Retest Interval,Measure,5,250,spearman,none,34848
age_group,fre,0.15372943158065827,Age,Respondent,5,250,pearson,none,34848
domain_name,fre,0.12691263475599426,NA,NA,5,250,pearson,none,34848
gender_group,fre,0.004972844107102415,Gender,Respondent,5,250,pearson,none,34848
panel,fre,0.23766594242940442,Panel,Panel,5,250,pearson,none,34848
sample_size,fre,0.01512481203907957,n,Respondent,5,250,pearson,none,34848
scale_type,fre,0.0028173815229274803,Scale Type,Measure,5,250,pearson,none,34848
time_diff_mean,fre,0.06962191108208543,Retest Interval,Measure,5,250,pearson,none,34848
age_group,fre,0.13751726640200415,Age,Respondent,5,250,icc2_1,none,34848
domain_name,fre,0.10468158363663643,NA,NA,5,250,icc2_1,none,34848
gender_group,fre,0.008312705193028689,Gender,Respondent,5,250,icc2_1,none,34848
panel,fre,0.2245455552159291,Panel,Panel,5,250,icc2_1,none,34848
sample_size,fre,0.02225163962584776,n,Respondent,5,250,icc2_1,none,34848
scale_type,fre,0.007168969157857139,Scale Type,Measure,5,250,icc2_1,none,34848
time_diff_mean,fre,0.08329476964850935,Retest Interval,Measure,5,250,icc2_1,none,34848
age_group,fre,0.14763113140004305,Age,Respondent,5,250,spearman,log,34848
domain_name,fre,0.15208702811241204,NA,NA,5,250,spearman,log,34848
gender_group,fre,0.0025633358125444396,Gender,Respondent,5,250,spearman,log,34848
panel,fre,0.21874422109749178,Panel,Panel,5,250,spearman,log,34848
sample_size,fre,0.012147999174631129,n,Respondent,5,250,spearman,log,34848
scale_type,fre,0.005535651413424059,Scale Type,Measure,5,250,spearman,log,34848
time_diff_mean,fre,0.05535593530352067,Retest Interval,Measure,5,250,spearman,log,34848
age_group,fre,0.15335114313302928,Age,Respondent,5,250,pearson,log,34848
domain_name,fre,0.13089968389960024,NA,NA,5,250,pearson,log,34848
gender_group,fre,0.004694548082089277,Gender,Respondent,5,250,pearson,log,34848
panel,fre,0.23830766868638495,Panel,Panel,5,250,pearson,log,34848
sample_size,fre,0.01531792336945328,n,Respondent,5,250,pearson,log,34848
scale_type,fre,0.0027826974042147873,Scale Type,Measure,5,250,pearson,log,34848
time_diff_mean,fre,0.0635449880004261,Retest Interval,Measure,5,250,pearson,log,34848
age_group,fre,0.15372943158065827,Age,Respondent,5,250,icc2_1,log,34848
domain_name,fre,0.12691263475599426,NA,NA,5,250,icc2_1,log,34848
gender_group,fre,0.004972844107102415,Gender,Respondent,5,250,icc2_1,log,34848
panel,fre,0.23766594242940442,Panel,Panel,5,250,icc2_1,log,34848
sample_size,fre,0.01512481203907957,n,Respondent,5,250,icc2_1,log,34848
scale_type,fre,0.0028173815229274803,Scale Type,Measure,5,250,icc2_1,log,34848
time_diff_mean,fre,0.06962191108208543,Retest Interval,Measure,5,250,icc2_1,log,34848
age_group,fre,0.09726575658212123,Age,Respondent,5,100,spearman,none,69775
domain_name,fre,0.15386265484034856,NA,NA,5,100,spearman,none,69775
gender_group,fre,0.0018984527712047447,Gender,Respondent,5,100,spearman,none,69775
panel,fre,0.1638190384483276,Panel,Panel,5,100,spearman,none,69775
sample_size,fre,0.00636285116409576,n,Respondent,5,100,spearman,none,69775
scale_type,fre,0.004466883410116534,Scale Type,Measure,5,100,spearman,none,69775
time_diff_mean,fre,0.05005900690317282,Retest Interval,Measure,5,100,spearman,none,69775
age_group,fre,0.0965014462342814,Age,Respondent,5,100,pearson,none,69775
domain_name,fre,0.13652459262671804,NA,NA,5,100,pearson,none,69775
gender_group,fre,3.1400361699739337e-4,Gender,Respondent,5,100,pearson,none,69775
panel,fre,0.17687434195941187,Panel,Panel,5,100,pearson,none,69775
sample_size,fre,0.007461569680105212,n,Respondent,5,100,pearson,none,69775
scale_type,fre,0.0025894708706851377,Scale Type,Measure,5,100,pearson,none,69775
time_diff_mean,fre,0.06172027051276531,Retest Interval,Measure,5,100,pearson,none,69775
age_group,fre,0.08458226389888508,Age,Respondent,5,100,icc2_1,none,69775
domain_name,fre,0.11975524371190231,NA,NA,5,100,icc2_1,none,69775
gender_group,fre,1.6116492665795132e-4,Gender,Respondent,5,100,icc2_1,none,69775
panel,fre,0.1709811349157751,Panel,Panel,5,100,icc2_1,none,69775
sample_size,fre,0.010197198018694897,n,Respondent,5,100,icc2_1,none,69775
scale_type,fre,0.009807265472158912,Scale Type,Measure,5,100,icc2_1,none,69775
time_diff_mean,fre,0.07055003478601303,Retest Interval,Measure,5,100,icc2_1,none,69775
age_group,fre,0.09726575658212123,Age,Respondent,5,100,spearman,log,69775
domain_name,fre,0.15386265484034856,NA,NA,5,100,spearman,log,69775
gender_group,fre,0.0018984527712047447,Gender,Respondent,5,100,spearman,log,69775
panel,fre,0.1638190384483276,Panel,Panel,5,100,spearman,log,69775
sample_size,fre,0.00636285116409576,n,Respondent,5,100,spearman,log,69775
scale_type,fre,0.004466883410116534,Scale Type,Measure,5,100,spearman,log,69775
time_diff_mean,fre,0.05005900690317282,Retest Interval,Measure,5,100,spearman,log,69775
age_group,fre,0.09752528075777607,Age,Respondent,5,100,pearson,log,69775
domain_name,fre,0.13812807500136468,NA,NA,5,100,pearson,log,69775
gender_group,fre,3.121241158829457e-4,Gender,Respondent,5,100,pearson,log,69775
panel,fre,0.17722980813348704,Panel,Panel,5,100,pearson,log,69775
sample_size,fre,0.00740622632961502,n,Respondent,5,100,pearson,log,69775
scale_type,fre,0.002409915295282577,Scale Type,Measure,5,100,pearson,log,69775
time_diff_mean,fre,0.05565992479274562,Retest Interval,Measure,5,100,pearson,log,69775
age_group,fre,0.0965014462342814,Age,Respondent,5,100,icc2_1,log,69775
domain_name,fre,0.13652459262671804,NA,NA,5,100,icc2_1,log,69775
gender_group,fre,3.1400361699739337e-4,Gender,Respondent,5,100,icc2_1,log,69775
panel,fre,0.17687434195941187,Panel,Panel,5,100,icc2_1,log,69775
sample_size,fre,0.007461569680105212,n,Respondent,5,100,icc2_1,log,69775
scale_type,fre,0.0025894708706851377,Scale Type,Measure,5,100,icc2_1,log,69775
time_diff_mean,fre,0.06172027051276531,Retest Interval,Measure,5,100,icc2_1,log,69775
age_group,fre,0.10296792414429598,Age,Respondent,5,30,spearman,none,83893
domain_name,fre,0.11966609311666078,NA,NA,5,30,spearman,none,83893
gender_group,fre,9.316954916763141e-4,Gender,Respondent,5,30,spearman,none,83893
panel,fre,0.1518035308650978,Panel,Panel,5,30,spearman,none,83893
sample_size,fre,0.0027695335906128236,n,Respondent,5,30,spearman,none,83893
scale_type,fre,0.00517617304556573,Scale Type,Measure,5,30,spearman,none,83893
time_diff_mean,fre,0.0472358761223803,Retest Interval,Measure,5,30,spearman,none,83893
age_group,fre,0.10558500870953835,Age,Respondent,5,30,pearson,none,83893
domain_name,fre,0.10589318664292732,NA,NA,5,30,pearson,none,83893
gender_group,fre,6.811797549786114e-5,Gender,Respondent,5,30,pearson,none,83893
panel,fre,0.16253832460980075,Panel,Panel,5,30,pearson,none,83893
sample_size,fre,0.0031571874755242793,n,Respondent,5,30,pearson,none,83893
scale_type,fre,0.0021939360473029377,Scale Type,Measure,5,30,pearson,none,83893
time_diff_mean,fre,0.05755062285349193,Retest Interval,Measure,5,30,pearson,none,83893
age_group,fre,0.09841885566151147,Age,Respondent,5,30,icc2_1,none,83893
domain_name,fre,0.09183144507069338,NA,NA,5,30,icc2_1,none,83893
gender_group,fre,7.613693222932467e-4,Gender,Respondent,5,30,icc2_1,none,83893
